FR0003500008;18/04/07;5849.20;5859.17;5813.46;5835.95;6574211
FR0003500008;19/04/07;5775.56;5834.25;5745.03;5829.04;7969967
FR0003500008;20/04/07;5856.50;5957.80;5855.26;5938.90;11103863
FR0003500008;23/04/07;5937.15;5958.47;5904.56;5917.32;6370305
FR0003500008;24/04/07;5911.65;5923.61;5860.69;5886.03;6735179
FR0003500008;25/04/07;5902.54;5962.21;5902.54;5947.33;6345235
FR0003500008;26/04/07;5979.96;5981.55;5930.91;5944.44;6387944
FR0003500008;27/04/07;5940.76;5950.99;5908.38;5930.77;6081576
FR0003500008;30/04/07;5913.03;5976.34;5913.03;5960.04;4600372
FR0003500008;02/05/07;5985.20;6001.17;5958.98;5990.13;6905492
FR0003500008;03/05/07;6018.59;6019.70;5969.71;6004.28;6480620
FR0003500008;04/05/07;6012.55;6075.58;5999.79;6068.83;7435199
FR0003500008;07/05/07;6079.86;6081.78;6058.92;6071.48;3872795
FR0003500008;08/05/07;6057.59;6064.20;6015.99;6034.25;5436457
FR0003500008;09/05/07;6070.18;6078.28;6020.69;6051.63;6770645
FR0003500008;10/05/07;6044.67;6058.10;6007.27;6012.76;7207417
FR0003500008;11/05/07;5956.00;6051.19;5927.51;6050.63;9009189
FR0003500008;14/05/07;6070.30;6070.30;6016.96;6026.42;5502961
FR0003500008;15/05/07;6001.75;6057.71;5987.49;6049.76;6623884
FR0003500008;16/05/07;6039.55;6053.02;6012.99;6017.91;6395259
FR0003500008;17/05/07;6044.15;6048.97;6010.76;6027.00;3892500
FR0003500008;18/05/07;6018.23;6111.72;6016.12;6101.14;7515549
FR0003500008;21/05/07;6091.59;6110.31;6062.33;6089.91;5541548
FR0003500008;22/05/07;6093.64;6106.98;6076.87;6089.72;5501589
FR0003500008;23/05/07;6093.61;6121.87;6093.32;6120.20;6320433
FR0003500008;24/05/07;6069.95;6110.36;6039.32;6048.31;6303186
FR0003500008;25/05/07;6019.68;6073.37;6011.49;6057.49;5358389
FR0003500008;28/05/07;6065.25;6072.22;6051.17;6071.47;869208
FR0003500008;29/05/07;6079.67;6079.67;6044.51;6056.39;4388764
FR0003500008;30/05/07;6015.75;6046.11;5986.26;6042.15;5454292
FR0003500008;31/05/07;6086.86;6119.33;6066.98;6104.00;7332480
FR0003500008;01/06/07;6113.18;6168.15;6105.61;6168.15;6544081
FR0003500008;04/06/07;6157.33;6163.90;6112.29;6125.81;5615521
FR0003500008;05/06/07;6140.06;6142.37;6077.77;6078.54;6361684
FR0003500008;06/06/07;6072.64;6080.70;5971.42;5977.87;7756895
FR0003500008;07/06/07;5982.54;5999.81;5879.05;5890.49;8665433
FR0003500008;08/06/07;5876.65;5913.74;5837.14;5883.29;8049166
FR0003500008;11/06/07;5939.34;5947.10;5915.06;5940.09;5726702
FR0003500008;12/06/07;5928.81;5944.59;5882.44;5898.16;6437776
FR0003500008;13/06/07;5878.84;5951.12;5851.48;5934.27;6542130
FR0003500008;14/06/07;5974.59;6047.23;5971.06;6047.23;9931284
FR0003500008;15/06/07;6063.52;6122.31;6056.68;6105.28;11434568
FR0003500008;18/06/07;6117.52;6118.82;6065.08;6087.15;6168082
FR0003500008;19/06/07;6091.92;6106.89;6058.36;6071.67;7001432
FR0003500008;20/06/07;6095.26;6132.14;6091.03;6093.29;6635981
FR0003500008;21/06/07;6043.18;6063.40;5995.37;6029.79;7906400
FR0003500008;22/06/07;6040.51;6055.32;6009.10;6023.25;6731882
FR0003500008;25/06/07;5971.96;6010.30;5944.77;6002.85;6699431
FR0003500008;26/06/07;5962.65;5987.26;5939.23;5953.36;6361985
